Área de conservación,Localidad,Sitio,Sitio (otro nombre),Sitio+Período,Buzo,Tipo muestreo,Transecto (cod.campo),Transecto (codSitio/Fecha),Transecto (cod.Continuo),Área transecto (m),Fecha,Año,Período,Digitador,Fecha digitación,Profundidad,Categoría profundidad,Visibilidad,Hora inicio,Hora Final,Tiempo,Tiempo fina (min),Código sp.,Especie,Total,2.5,7.5,12.5,17.5,25,35,45,55,65,75,85,95,112.5,137.5,162.5,187.5,225,275,325,700,a,b,Biomasa,Biomasa (g/m2),Biomasa (Kg/Ha),Biomasa (tn/ha),CPUE (individuos/min),Densidad,NT (Fishbase),GF abrev. (Quimbayo/Roff),GF (Quimbayo/Roff),IUCN
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,5,,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,1,,,,,,,,,,,,,,,,,,,,0.0249,3.013,0.393724639,0.007874493,0.078744928,7.87E-05,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,5,,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,1,1,,,,,,,,,,,,,,,,,,,,0.0219,3,0.3421875,0.00684375,0.0684375,6.84E-05,0.1,0.02,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,5,,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,2,2,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.570750635,0.011415013,0.114150127,0.00011415,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,22,22,,,,,,,,,,,,,,,,,,,,0.01261,2.8783,3.877291869,0.077545837,0.775458374,0.000775458,2.2,0.44,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,4,2,2,,,,,,,,,,,,,,,,,,,0.0126,3.0673,12.59399122,0.251879824,2.518798244,0.002518798,0.4,0.08,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,7,3,1,3,,,,,,,,,,,,,,,,,,0.0193,2.8511,84.45985165,1.689197033,16.89197033,0.01689197,0.7,0.14,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,2,2,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.570750635,0.011415013,0.114150127,0.00011415,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,,1,,,,,,,,,,,,,,,,,,,0.0249,3.013,10.78347991,0.215669598,2.156695983,0.002156696,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,1,,1,,,,,,,,,,,,,,,,,,,0.0219,3,9.2390625,0.18478125,1.8478125,0.001847813,0.1,0.02,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,2,,2,,,,,,,,,,,,,,,,,,,0.0193,2.8511,12.06353178,0.241270636,2.412706356,0.002412706,0.2,0.04,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,2,,2,,,,,,,,,,,,,,,,,,,0.0249,3.013,21.56695983,0.431339197,4.313391965,0.004313392,0.2,0.04,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,axa,Acanthurus xanthopterus,5,,5,,,,,,,,,,,,,,,,,,,0.02673,2.98449,54.64879032,1.092975806,10.92975806,0.010929758,0.5,0.1,2.9,HD,Detritivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,1,1,,,,,,,,,,,,,,,,,,,,0.0126,3.0673,0.209397713,0.004187954,0.041879543,4.19E-05,0.1,0.02,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sgh,Scarus ghobban,2,,2,,,,,,,,,,,,,,,,,,,0.0233,2.919,16.69897231,0.333979446,3.339794462,0.003339794,0.2,0.04,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,cri,Cirrhitus rivulatus,1,,,,1,,,,,,,,,,,,,,,,,0.0276,3,147.91875,2.958375,29.58375,0.02958375,0.1,0.02,4,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,jni,Johnrandallia nigrirostris,2,,2,,,,,,,,,,,,,,,,,,,0.0256,3.0006,21.62612893,0.432522579,4.325225787,0.004325226,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,47,15,32,,,,,,,,,,,,,,,,,,,0.01261,2.8783,135.8588443,2.717176887,27.17176887,0.027171769,4.7,0.94,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,1,,1,,,,,,,,,,,,,,,,,,,0.0193,2.8511,6.031765891,0.120635318,1.206353178,0.001206353,0.1,0.02,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sac,Stegastes acapulcoensis,3,,3,,,,,,,,,,,,,,,,,,,0.0349,2.9109,36.91156961,0.738231392,7.382313921,0.007382314,0.3,0.06,2,HD,Detritivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,12,,3,9,,,,,,,,,,,,,,,,,,0.0249,3.013,484.6557908,9.693115815,96.93115815,0.096931158,1.2,0.24,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Punta Cacique,Punta Cacique,Cacique 14-19,Sebastián Mena-González,Arrecifal,3,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,7,,No indica,No indica,No indica,No indica,10,fco,Fistularia commersonii,1,,,,,1,,,,,,,,,,,,,,,,0.0006,3,9.375,0.1875,1.875,0.001875,0.1,0.02,4.3,PS,Piscivores,NE
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,jni,Johnrandallia nigrirostris,1,,1,,,,,,,,,,,,,,,,,,,0.0256,3.0006,10.81306447,0.216261289,2.162612893,0.002162613,0.1,0.02,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,2,,1,1,,,,,,,,,,,,,,,,,,0.0249,3.013,61.03963003,1.220792601,12.20792601,0.012207926,0.2,0.04,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,hfl,Haemulon flaviguttatum,6,,6,,,,,,,,,,,,,,,,,,,0.103,2.6,116.4522167,2.329044334,23.29044334,0.023290443,0.6,0.12,4.2,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,ssu,Sargocentron suborbitalis,1,,,1,,,,,,,,,,,,,,,,,,0.0232,2.9554,40.48515789,0.809703158,8.097031578,0.008097032,0.1,0.02,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,atr,Abudefduf troschelii,45,1,44,,,,,,,,,,,,,,,,,,,0.016,3.0516,329.8032219,6.596064437,65.96064437,0.065960644,4.5,0.9,3,PK,Planktivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,mdo,Microspathodon dorsalis,1,,,1,,,,,,,,,,,,,,,,,,0.0239,3.082,57.42150368,1.148430074,11.48430074,0.011484301,0.1,0.02,2.1,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,bdi,Bodianus diplotaenia,3,,3,,,,,,,,,,,,,,,,,,,0.0201,2.9992,25.39808974,0.507961795,5.079617947,0.005079618,0.3,0.06,3.4,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,lgu,Lutjanus guttatus,1,,1,,,,,,,,,,,,,,,,,,,0.0143,3,6.0328125,0.12065625,1.2065625,0.001206563,0.1,0.02,3.9,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,sac,Stegastes acapulcoensis,6,,6,,,,,,,,,,,,,,,,,,,0.0349,2.9109,73.82313921,1.476462784,14.76462784,0.014764628,0.6,0.12,2,HD,Detritivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,3,3,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.856125952,0.017122519,0.17122519,0.000171225,0.3,0.06,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,5,4,1,,,,,,,,,,,,,,,,,,,0.0126,3.0673,6.925188748,0.138503775,1.38503775,0.001385038,0.5,0.1,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,chu,Chaetodon humeralis,5,,5,,,,,,,,,,,,,,,,,,,0.0296,2.9895,61.13041756,1.222608351,12.22608351,0.012226084,0.5,0.1,2.7,OM,Omnivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,hpa,Holacanthus passer,1,,,1,,,,,,,,,,,,,,,,,,0.02713,3.08423,65.54997995,1.310999599,13.10999599,0.013109996,0.1,0.02,2.6,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,1,1,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,14.15,,No indica,No indica,No indica,No indica,10,cpa,Cephalopholis panamensis,1,,,1,,,,,,,,,,,,,,,,,,0.0217,3.035,46.30006741,0.926001348,9.260013482,0.009260013,0.1,0.02,4,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,dlo,Dasyatis longa,1,,,,,,,,,,1,,,,,,,,,,,0.0071,3,2995.3125,59.90625,599.0625,0.5990625,0.1,0.02,3.5,IN,Invertebrivores,DD
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,ene,Echidna nebulosa,1,,,,,1,,,,,,,,,,,,,,,,0.0012,3,18.75,0.375,3.75,0.00375,0.1,0.02,4,PS,Piscivores,NE
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,trh,Trachinotus rhodopus,12,,,,,12,,,,,,,,,,,,,,,,0.0253,3,4743.75,94.875,948.75,0.94875,1.2,0.24,4,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,cat,Chromis atrilobata,105,105,,,,,,,,,,,,,,,,,,,,0.00523,3.41655,12.56819541,0.251363908,2.513639082,0.002513639,10.5,2.1,3.4,PK,Planktivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,slo,Sphoeroides lobatus,1,,,,,,1,,,,,,,,,,,,,,,0.0372,2.77,704.0628394,14.08125679,140.8125679,0.140812568,0.1,0.02,3.1,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,sru,Scarus rubroviolaceus,1,,,,,1,,,,,,,,,,,,,,,,0.0136,3.109,301.8105351,6.036210702,60.36210702,0.060362107,0.1,0.02,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,atr,Abudefduf troschelii,220,70,150,,,,,,,,,,,,,,,,,,,0.016,3.0516,1141.782912,22.83565823,228.3565823,0.228356582,22,4.4,3,PK,Planktivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,sac,Stegastes acapulcoensis,5,,3,2,,,,,,,,,,,,,,,,,,0.0349,2.9109,145.7671705,2.91534341,29.1534341,0.029153434,0.5,0.1,2,HD,Detritivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,cri,Cirrhitus rivulatus,1,,,,1,,,,,,,,,,,,,,,,,0.0276,3,147.91875,2.958375,29.58375,0.02958375,0.1,0.02,4,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,sgh,Scarus ghobban,5,,,,5,,,,,,,,,,,,,,,,,0.0233,2.919,495.1696175,9.90339235,99.0339235,0.099033923,0.5,0.1,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,2,,,1,1,,,,,,,,,,,,,,,,,0.0249,3.013,188.7635536,3.775271071,37.75271071,0.037752711,0.2,0.04,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,hpa,Holacanthus passer,2,,,1,1,,,,,,,,,,,,,,,,,0.02713,3.08423,250.5897307,5.011794613,50.11794613,0.050117946,0.2,0.04,2.6,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,axa,Acanthurus xanthopterus,7,,,,,7,,,,,,,,,,,,,,,,0.02673,2.98449,2781.21764,55.6243528,556.243528,0.556243528,0.7,0.14,2.9,HD,Detritivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,ahí,Ablennes hians,3,,,,,1,2,,,,,,,,,,,,,,,0.0004,3.322,125.3870006,2.507740011,25.07740011,0.0250774,0.3,0.06,0,#N/A,#N/A,NE
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,pco,Paranthias colonus,30,30,,,,,,,,,,,,,,,,,,,,0.01485,2.86333,6.141596405,0.122831928,1.228319281,0.001228319,3,0.6,3.8,PK,Planktivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,jni,Johnrandallia nigrirostris,2,,2,,,,,,,,,,,,,,,,,,,0.0256,3.0006,21.62612893,0.432522579,4.325225787,0.004325226,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,ssu,Sargocentron suborbitalis,3,1,2,,,,,,,,,,,,,,,,,,,0.0232,2.9554,18.2406086,0.364812172,3.64812172,0.003648122,0.3,0.06,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,ela,Epinephelus labriformis,2,,2,,,,,,,,,,,,,,,,,,,0.0343,2.9,23.65929392,0.473185878,4.731858784,0.004731859,0.2,0.04,4,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,bdi,Bodianus diplotaenia,2,,,2,,,,,,,,,,,,,,,,,,0.0201,2.9992,78.35713784,1.567142757,15.67142757,0.015671428,0.2,0.04,3.4,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,pna,Pseudobalistes naufragium,1,,,,,,1,,,,,,,,,,,,,,,0.1297,2.6061,1370.678834,27.41357668,274.1357668,0.274135767,0.1,0.02,3.8,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,1,,,,1,,,,,,,,,,,,,,,,,0.0219,3,117.3703125,2.34740625,23.4740625,0.023474063,0.1,0.02,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Carolina Salas-Moya,,2,2,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,9.9,,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,10,10,,,,,,,,,,,,,,,,,,,,0.01261,2.8783,1.762405395,0.035248108,0.352481079,0.000352481,1,0.2,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,hfl,Haemulon flaviguttatum,1,,,1,,,,,,,,,,,,,,,,,,0.103,2.6,73.24926286,1.464985257,14.64985257,0.014649853,0.1,0.02,4.2,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,ela,Epinephelus labriformis,1,,,,1,,,,,,,,,,,,,,,,,0.0343,2.9,138.071633,2.761432659,27.61432659,0.027614327,0.1,0.02,4,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,bdi,Bodianus diplotaenia,3,,,1,2,,,,,,,,,,,,,,,,,0.0201,2.9992,254.1326865,5.08265373,50.8265373,0.050826537,0.3,0.06,3.4,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,,1,,,,,,,,,,,,,,,,,,,0.0249,3.013,10.78347991,0.215669598,2.156695983,0.002156696,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,hch,Halichoeres chierchiae,1,,1,,,,,,,,,,,,,,,,,,,0.0126,3.0673,6.087597897,0.121751958,1.217519579,0.00121752,0.1,0.02,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,pco,Paranthias colonus,4,,4,,,,,,,,,,,,,,,,,,,0.01485,2.86333,19.02723194,0.380544639,3.805446389,0.003805446,0.4,0.08,3.8,PK,Planktivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,lar,Lutjanus argentiventris,1,,,,1,,,,,,,,,,,,,,,,,0.0173,3,92.7171875,1.85434375,18.5434375,0.018543438,0.1,0.02,4,PS,Piscivores,LC
ACG,Bahía Culebra,Viradores,Viradores,Viradores 14-19,Sebastián Mena-González,,1,3,,50,2/8/2016,2016,2014-2018,Gustavo Arias-Godínez,7/10/2016,20,,No indica,No indica,No indica,No indica,10,epu,Elacatinus punticulatus,2,,,,2,,,,,,,,,,,,,,,,,0.008,3.137,126.9200812,2.538401625,25.38401625,0.025384016,0.2,0.04,3.5,IN,Invertebrivores,LC
