year,month,date,site,diver,transect,t.area,Profundidad,Categoría.profundidad,Código.sp.,Especie,Total,a,b,GF..Quimbayo.Roff.,IUCN,biomass,biomass_g.m2,biomass_kg.ha,biomass_tn.ha,density,size,abd
2016,February,2/8/2016,Palmitas,A. Beita,5,50,6,Somero,tlu,Thalassoma lucasanum,32,0.01261,2.8783,Invertebrivores,LC,161.1120135,3.22224027,32.2224027,0.032222403,0.64,7.5,30
2016,February,2/8/2016,Palmitas,A. Beita,5,50,6,Somero,sps,Serranus psittacinus,10,0.0193,2.8511,Piscivores,LC,60.31765891,1.206353178,12.06353178,0.012063532,0.2,7.5,10
2016,February,2/8/2016,Palmitas,A. Beita,5,50,6,Somero,sve,Sufflamen verres,6,0.0249,3.013,Invertebrivores,LC,575.5965736,11.51193147,115.1193147,0.115119315,0.12,7.5,2
2016,February,2/8/2016,Palmitas,A. Beita,5,50,6,Somero,sgh,Scarus ghobban,15,0.0233,2.919,Macroalgae feeders,LC,125.2422923,2.504845846,25.04845846,0.025048458,0.3,7.5,15
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,atr,Abudefduf troschelii,10,0.016,3.0516,Planktivores,LC,271.6690456,5.433380912,54.33380912,0.054333809,0.2,7.5,3
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,tlu,Thalassoma lucasanum,115,0.01261,2.8783,Invertebrivores,LC,418.9412214,8.378824427,83.78824427,0.083788244,2.3,7.5,100
2016,August,8/3/2016,Esmeralda,A. Beita,4,50,2,Somero,tlu,Thalassoma lucasanum,54,0.01261,2.8783,Invertebrivores,LC,483.2079465,9.66415893,96.6415893,0.096641589,1.08,7.5,5
2016,August,8/3/2016,Esmeralda,A. Beita,4,50,2,Somero,sgh,Scarus ghobban,90,0.0233,2.919,Macroalgae feeders,LC,2016.251063,40.32502126,403.2502126,0.403250213,1.8,7.5,10
2016,August,8/3/2016,Esmeralda,A. Beita,5,50,3,Somero,tlu,Thalassoma lucasanum,56,0.01261,2.8783,Invertebrivores,LC,531.0878252,10.6217565,106.217565,0.106217565,1.12,7.5,5
2016,August,8/3/2016,Esmeralda,A. Beita,5,50,3,Somero,cpu,Canthigaster punctatissima,4,0.0197,2.9174,Invertebrivores,LC,14.64418045,0.292883609,2.92883609,0.002928836,0.08,7.5,2
2016,August,8/3/2016,Esmeralda,A. Beita,6,50,3,Somero,tlu,Thalassoma lucasanum,94,0.01261,2.8783,Invertebrivores,LC,709.4761661,14.18952332,141.8952332,0.141895233,1.88,7.5,15
2016,August,8/3/2016,Esmeralda,A. Beita,6,50,3,Somero,sgh,Scarus ghobban,50,0.0233,2.919,Macroalgae feeders,LC,648.2690007,12.96538001,129.6538001,0.1296538,1,7.5,10
2016,August,8/3/2016,Esmeralda,A. Beita,6,50,3,Somero,sac,Stegastes acapulcoensis,6,0.0349,2.9109,Detritivores,LC,122.6671412,2.453342823,24.53342823,0.024533428,0.12,7.5,1
2016,August,8/3/2016,Esmeralda,A. Beita,6,50,3,Somero,cpu,Canthigaster punctatissima,4,0.0197,2.9174,Invertebrivores,LC,14.64418045,0.292883609,2.92883609,0.002928836,0.08,7.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,tlu,Thalassoma lucasanum,30,0.01261,2.8783,Invertebrivores,LC,264.3731701,5.287463403,52.87463403,0.052874634,0.6,7.5,20
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,sps,Serranus psittacinus,7,0.0193,2.8511,Piscivores,LC,81.91801606,1.638360321,16.38360321,0.016383603,0.14,7.5,5
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,sve,Sufflamen verres,8,0.0249,3.013,Invertebrivores,LC,165.2131797,3.304263594,33.04263594,0.033042636,0.16,7.5,6
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,sgh,Scarus ghobban,10,0.0233,2.919,Macroalgae feeders,LC,83.49486154,1.669897231,16.69897231,0.016698972,0.2,7.5,10
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,sgh,Scarus ghobban,40,0.0233,2.919,Macroalgae feeders,LC,253.8647878,5.077295756,50.77295756,0.050772958,0.8,7.5,30
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,tlu,Thalassoma lucasanum,82,0.01261,2.8783,Invertebrivores,LC,369.2608201,7.385216402,73.85216402,0.073852164,1.64,7.5,80
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,hdi,Halichoeres dispilus,5,0.0126,3.0673,Invertebrivores,LC,30.43798948,0.60875979,6.087597897,0.006087598,0.1,7.5,5
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,sps,Serranus psittacinus,4,0.0193,2.8511,Piscivores,LC,63.82271838,1.276454368,12.76454368,0.012764544,0.08,7.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,chu,Chaetodon humeralis,1,0.0296,2.9895,Omnivores,LC,12.22608351,0.24452167,2.445216702,0.002445217,0.02,7.5,1
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,atr,Abudefduf troschelii,40,0.016,3.0516,Planktivores,LC,155.033498,3.100669959,31.00669959,0.0310067,0.8,7.5,20
2016,August,8/3/2016,Playa Blanca,A. Beita,6,50,3,Somero,sgh,Scarus ghobban,40,0.0233,2.919,Macroalgae feeders,LC,213.8074586,4.276149173,42.76149173,0.042761492,0.8,7.5,25
2016,August,8/3/2016,Playa Blanca,A. Beita,6,50,3,Somero,tlu,Thalassoma lucasanum,25,0.01261,2.8783,Invertebrivores,LC,84.14072535,1.682814507,16.82814507,0.016828145,0.5,7.5,20
2016,August,8/3/2016,Playa Blanca,A. Beita,6,50,3,Somero,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,21.56695983,0.431339197,4.313391965,0.004313392,0.04,7.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,6,50,3,Somero,sps,Serranus psittacinus,11,0.0193,2.8511,Piscivores,LC,106.0450796,2.120901592,21.20901592,0.021209016,0.22,7.5,9
2016,February,2/8/2016,Viradores ,A. Beita,,100,18,,sfl,Stegastes flavilatus,20,0.0349,2.9109,Detritivores,LC,246.0771307,2.460771307,24.60771307,0.024607713,0.2,7.5,20
2016,February,2/8/2016,Viradores ,A. Beita,,100,10,,sfl,Stegastes flavilatus,15,0.0349,2.9109,Detritivores,LC,184.557848,1.84557848,18.4557848,0.018455785,0.15,7.5,15
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,sfl,Stegastes flavilatus,25,0.0349,2.9109,Detritivores,LC,728.8358525,7.288358525,72.88358525,0.072883585,0.25,7.5,15
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,sac,Stegastes acapulcoensis,5,0.0349,2.9109,Detritivores,LC,61.51928268,0.615192827,6.151928268,0.006151928,0.05,7.5,5
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,mdo,Microspathodon dorsalis,11,0.0239,3.082,Macroalgae feeders,LC,3542.29836,35.4229836,354.229836,0.354229836,0.11,7.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,sac,Stegastes acapulcoensis,250,0.0349,2.9109,Detritivores,LC,5182.161329,51.82161329,518.2161329,0.518216133,2.5,7.5,200
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,pco,Paranthias colonus,1,0.01485,2.86333,Planktivores,LC,4.756807986,0.475680799,4.756807986,0.004756808,0.1,7.5,1
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,cpa,Cephalopholis panamensis,1,0.0217,3.035,Piscivores,LC,9.82359995,0.982359995,9.82359995,0.0098236,0.1,7.5,1
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,4,50,8,,tlu,Thalassoma lucasanum,20,0.01261,2.8783,Invertebrivores,LC,83.25952266,1.665190453,16.65190453,0.016651905,0.4,7.5,20
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,4,50,8,,cat,Chromis atrilobata,40,0.00523,3.41655,Planktivores,LC,204.2924137,4.085848274,40.85848274,0.040858483,0.8,7.5,40
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,5,50,8,,tlu,Thalassoma lucasanum,30,0.01261,2.8783,Invertebrivores,LC,124.889284,2.49778568,24.9778568,0.024977857,0.6,7.5,30
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,5,50,8,,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,5,50,8,,sgh,Scarus ghobban,5,0.0233,2.919,Macroalgae feeders,LC,41.74743077,0.834948615,8.349486154,0.008349486,0.1,7.5,5
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,6,50,8,,tlu,Thalassoma lucasanum,5,0.01261,2.8783,Invertebrivores,LC,20.81488066,0.416297613,4.162976133,0.004162976,0.1,7.5,5
2017,August,8/1/2017,Punta Cacique,Tatiana Araya Arce,3,50,6.1,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,10.78347991,0.215669598,2.156695983,0.002156696,0.02,7.5,1
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,4,50,7,,hdi,Halichoeres dispilus,5,0.0126,3.0673,Invertebrivores,LC,30.43798948,0.60875979,6.087597897,0.006087598,0.1,7.5,5
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,4,50,7,,cre,Chilomycterus reticulatus,4,0.285,2.345,Invertebrivores,NE,128.5060321,2.570120642,25.70120642,0.025701206,0.08,7.5,4
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,5,50,7,,atr,Abudefduf troschelii,10,0.016,3.0516,Planktivores,LC,74.89570859,1.497914172,14.97914172,0.014979142,0.2,7.5,10
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,6,50,7,,mbe,Myripristis berndti,1,0.024,3.02,Planktivores,NE,10.54135058,0.210827012,2.108270116,0.00210827,0.02,7.5,1
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,6,50,7,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,10.78347991,0.215669598,2.156695983,0.002156696,0.02,7.5,1
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,6,50,7,,hfl,Haemulon flaviguttatum,81,0.103,2.6,Piscivores,LC,14074.25622,281.4851244,2814.851244,2.814851244,1.62,7.5,1
2017,August,8/2/2017,Playa Blanca,Tatiana Araya Arce,5,50,4,,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,21.56695983,0.431339197,4.313391965,0.004313392,0.04,7.5,2
2017,August,8/2/2017,Playa Blanca,Tatiana Araya Arce,5,50,4,,hdi,Halichoeres dispilus,13,0.0126,3.0673,Invertebrivores,LC,79.13877266,1.582775453,15.82775453,0.015827755,0.26,7.5,13
2017,August,8/2/2017,Playa Blanca,Tatiana Araya Arce,6,50,4,,hdi,Halichoeres dispilus,1,0.0126,3.0673,Invertebrivores,LC,6.087597897,0.121751958,1.217519579,0.00121752,0.02,7.5,1
2017,August,8/2/2017,Playa Blanca,Tatiana Araya Arce,6,50,4,,cre,Chilomycterus reticulatus,1,0.285,2.345,Invertebrivores,NE,32.12650802,0.64253016,6.425301605,0.006425302,0.02,7.5,1
2017,August,8/2/2017,Esmeralda,Tatiana Araya Arce,4,50,2.7,,tlu,Thalassoma lucasanum,7,0.01261,2.8783,Invertebrivores,LC,5.22041937,0.104408387,1.044083874,0.001044084,0.14,7.5,1
2017,August,8/2/2017,Esmeralda,Tatiana Araya Arce,4,50,2.7,,hdi,Halichoeres dispilus,10,0.0126,3.0673,Invertebrivores,LC,60.87597897,1.217519579,12.17519579,0.012175196,0.2,7.5,10
2017,August,8/2/2017,Esmeralda,Tatiana Araya Arce,4,50,2.7,,dhy,Diodon hystrix,1,0.285,2.345,Invertebrivores,NE,32.12650802,0.64253016,6.425301605,0.006425302,0.02,7.5,1
2017,August,8/2/2017,Pelonas,Tatiana Araya Arce,4,50,4.5,,hdi,Halichoeres dispilus,25,0.0126,3.0673,Invertebrivores,LC,152.1899474,3.043798948,30.43798948,0.030437989,0.5,7.5,25
2017,August,8/2/2017,Pelonas,Tatiana Araya Arce,4,50,4.5,,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2017,August,8/2/2017,Pelonas,Tatiana Araya Arce,4,50,4.5,,sac,Stegastes acapulcoensis,4,0.0349,2.9109,Detritivores,LC,49.21542614,0.984308523,9.843085229,0.009843085,0.08,7.5,4
2017,August,8/2/2017,Pelonas,Tatiana Araya Arce,5,50,5.4,,sgh,Scarus ghobban,5,0.0233,2.919,Macroalgae feeders,LC,41.74743077,0.834948615,8.349486154,0.008349486,0.1,7.5,5
2017,August,8/2/2017,Pelonas,Tatiana Araya Arce,5,50,5.4,,sac,Stegastes acapulcoensis,2,0.0349,2.9109,Detritivores,LC,24.60771307,0.492154261,4.921542614,0.004921543,0.04,7.5,2
2017,August,8/2/2017,Pelonas,Tatiana Araya Arce,6,50,4.3,,hdi,Halichoeres dispilus,2,0.0126,3.0673,Invertebrivores,LC,12.17519579,0.243503916,2.435039159,0.002435039,0.04,7.5,2
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,sgh,Scarus ghobban,14,0.0233,2.919,Macroalgae feeders,LC,116.8928062,2.337856123,23.37856123,0.023378561,0.28,7.5,14
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,sac,Stegastes acapulcoensis,5,0.0349,2.9109,Detritivores,LC,61.51928268,1.230385654,12.30385654,0.012303857,0.1,7.5,5
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,aco,Abudefduf concolor,1,0.016,3.0516,Planktivores,LC,7.489570859,0.149791417,1.497914172,0.001497914,0.02,7.5,1
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,atr,Abudefduf troschelii,1,0.016,3.0516,Planktivores,LC,7.489570859,0.149791417,1.497914172,0.001497914,0.02,7.5,1
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,jni,Johnrandallia nigrirostris,1,0.0256,3.0006,Invertebrivores,LC,10.81306447,0.216261289,2.162612893,0.002162613,0.02,7.5,1
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,sve,Sufflamen verres,12,0.0249,3.013,Invertebrivores,LC,168.8744292,3.377488583,33.77488583,0.033774886,0.24,7.5,11
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,ame,Arothron meleagris,1,0.0307,2.8499,Invertebrivores,NE,9.571400082,0.191428002,1.914280016,0.00191428,0.02,7.5,1
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,chu,Chaetodon humeralis,2,0.0296,2.9895,Omnivores,LC,24.45216702,0.48904334,4.890433405,0.004890433,0.04,7.5,2
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,hni,Halichoeres nicholsi,1,0.0126,3.0673,Invertebrivores,LC,6.087597897,0.121751958,1.217519579,0.00121752,0.02,7.5,1
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,mbre,Malacanthus brevirostris,1,0.00494,3,Invertebrivores,NE,2.0840625,0.04168125,0.4168125,0.000416813,0.02,7.5,1
2017,August,8/1/2017,Bajo Mero,Tatiana Araya Arce,,50,9.4,,atr,Abudefduf troschelii,180,0.016,3.0516,Planktivores,LC,1348.122755,26.96245509,269.6245509,0.269624551,3.6,7.5,180
2017,August,8/1/2017,Bajo Mero,Tatiana Araya Arce,,50,9.4,,aco,Abudefduf concolor,160,0.016,3.0516,Planktivores,LC,1198.331338,23.96662675,239.6662675,0.239666268,3.2,7.5,160
2017,August,8/1/2017,Bajo Mero,Tatiana Araya Arce,,50,9.4,,bdi,Bodianus diplotaenia,5,0.0201,2.9992,Invertebrivores,LC,42.33014956,0.846602991,8.466029912,0.00846603,0.1,7.5,5
2017,August,8/1/2017,Bajo Mero,Tatiana Araya Arce,,50,9.4,,jni,Johnrandallia nigrirostris,17,0.0256,3.0006,Invertebrivores,LC,162.9964069,3.259928139,32.59928139,0.032599281,0.34,7.5,15
2017,August,8/1/2017,Bajo Mero,Tatiana Araya Arce,,50,9.4,,sve,Sufflamen verres,22,0.0249,3.013,Invertebrivores,LC,237.2365581,4.744731162,47.44731162,0.047447312,0.44,7.5,22
2017,August,8/1/2017,Bajo Mero,Tatiana Araya Arce,,50,9.4,,sac,Stegastes acapulcoensis,130,0.0349,2.9109,Detritivores,LC,2441.980228,48.83960456,488.3960456,0.488396046,2.6,7.5,110
2017,August,8/3/2017,Bajo Argentina,Tatiana Araya Arce,3,50,falta,,jni,Johnrandallia nigrirostris,5,0.0256,3.0006,Invertebrivores,LC,54.06532234,1.081306447,10.81306447,0.010813064,0.1,7.5,5
2017,August,8/3/2017,Bajo Argentina,Tatiana Araya Arce,3,50,falta,,atr,Abudefduf troschelii,22,0.016,3.0516,Planktivores,LC,164.7705589,3.295411178,32.95411178,0.032954112,0.44,7.5,22
2017,August,8/3/2017,Bajo Argentina,Tatiana Araya Arce,3,50,falta,,bdi,Bodianus diplotaenia,3,0.0201,2.9992,Invertebrivores,LC,56.11062874,1.122212575,11.22212575,0.011222126,0.06,7.5,2
2017,August,8/3/2017,Bajo Argentina,Tatiana Araya Arce,3,50,falta,,sac,Stegastes acapulcoensis,9,0.0349,2.9109,Detritivores,LC,110.7347088,2.214694176,22.14694176,0.022146942,0.18,7.5,9
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,7,50,falta,,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,9.2390625,0.18478125,1.8478125,0.001847813,0.02,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,7,50,falta,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,10.78347991,0.215669598,2.156695983,0.002156696,0.02,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,7,50,falta,,jni,Johnrandallia nigrirostris,1,0.0256,3.0006,Invertebrivores,LC,10.81306447,0.216261289,2.162612893,0.002162613,0.02,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,8,50,falta,,tlu,Thalassoma lucasanum,27,0.01261,2.8783,Invertebrivores,LC,44.6258505,0.89251701,8.9251701,0.00892517,0.54,7.5,10
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,9,50,falta,,sps,Serranus psittacinus,3,0.0193,2.8511,Piscivores,LC,6.557969792,0.131159396,1.311593958,0.001311594,0.06,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,10,50,falta,,hpa,Holacanthus passer,1,0.02713,3.08423,Invertebrivores,LC,13.56250759,0.271250152,2.712501517,0.002712502,0.02,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,10,50,falta,,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,9.2390625,0.18478125,1.8478125,0.001847813,0.02,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,10,50,falta,,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,31.91135919,0.638227184,6.382271838,0.006382272,0.04,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,11,50,falta,,jni,Johnrandallia nigrirostris,26,0.0256,3.0006,Invertebrivores,LC,281.1396761,5.622793523,56.22793523,0.056227935,0.52,7.5,26
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,12,50,falta,,sps,Serranus psittacinus,5,0.0193,2.8511,Piscivores,LC,32.70066504,0.654013301,6.540133009,0.006540133,0.1,7.5,1
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,12,50,falta,,sgh,Scarus ghobban,10,0.0233,2.919,Macroalgae feeders,LC,43.43753236,0.868750647,8.687506472,0.008687506,0.2,7.5,5
2017,August,8/3/2017,Matapalo,Tatiana Araya Arce,12,50,falta,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,10.78347991,0.215669598,2.156695983,0.002156696,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,1,50,5.1,,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,2,50,6.5,,hni,Halichoeres nicholsi,1,0.0126,3.0673,Invertebrivores,LC,6.087597897,0.121751958,1.217519579,0.00121752,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,2,50,6.5,,chu,Chaetodon humeralis,1,0.0296,2.9895,Omnivores,LC,12.22608351,0.24452167,2.445216702,0.002445217,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,2,50,6.5,,sac,Stegastes acapulcoensis,1,0.0349,2.9109,Detritivores,LC,12.30385654,0.246077131,2.460771307,0.002460771,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,3,50,6.5,,sac,Stegastes acapulcoensis,8,0.0349,2.9109,Detritivores,LC,393.2984597,7.865969193,78.65969193,0.078659692,0.16,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,3,50,6.5,,mdo,Microspathodon dorsalis,2,0.0239,3.082,Macroalgae feeders,LC,69.31574415,1.386314883,13.86314883,0.013863149,0.04,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,3,50,6.5,,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,9.2390625,0.18478125,1.8478125,0.001847813,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,3,50,6.5,,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,3,50,6.5,,jni,Johnrandallia nigrirostris,1,0.0256,3.0006,Invertebrivores,LC,10.81306447,0.216261289,2.162612893,0.002162613,0.02,7.5,1
2018,March,3/7/2018,Palmitas,Tatiana Araya Arce,3,50,6.5,,atr,Abudefduf troschelii,1,0.016,3.0516,Planktivores,LC,7.489570859,0.149791417,1.497914172,0.001497914,0.02,7.5,1
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,1,50,3.4,,tlu,Thalassoma lucasanum,8,0.01261,2.8783,Invertebrivores,LC,33.30380906,0.666076181,6.660761812,0.006660762,0.16,7.5,8
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,1,50,3.4,,sgh,Scarus ghobban,24,0.0233,2.919,Macroalgae feeders,LC,381.7565424,7.635130848,76.35130848,0.076351308,0.48,7.5,22
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,1,50,3.4,,atr,Abudefduf troschelii,3,0.016,3.0516,Planktivores,LC,22.46871258,0.449374252,4.493742516,0.004493743,0.06,7.5,3
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,1,50,3.4,,jni,Johnrandallia nigrirostris,1,0.0256,3.0006,Invertebrivores,LC,10.81306447,0.216261289,2.162612893,0.002162613,0.02,7.5,1
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,1,50,3.4,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,10.78347991,0.215669598,2.156695983,0.002156696,0.02,7.5,1
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,2,50,4.2,,atr,Abudefduf troschelii,8,0.016,3.0516,Planktivores,LC,88.02704359,1.760540872,17.60540872,0.017605409,0.16,7.5,7
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,2,50,4.2,,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,9.2390625,0.18478125,1.8478125,0.001847813,0.02,7.5,1
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,2,50,4.2,,sac,Stegastes acapulcoensis,1,0.0349,2.9109,Detritivores,LC,12.30385654,0.246077131,2.460771307,0.002460771,0.02,7.5,1
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,2,50,4.2,,sgh,Scarus ghobban,4,0.0233,2.919,Macroalgae feeders,LC,33.39794462,0.667958892,6.679588923,0.006679589,0.08,7.5,4
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,2,50,4.2,,tlu,Thalassoma lucasanum,7,0.01261,2.8783,Invertebrivores,LC,9.207154963,0.184143099,1.841430993,0.001841431,0.14,7.5,2
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,3,50,4.1,,atr,Abudefduf troschelii,50,0.016,3.0516,Planktivores,LC,374.478543,7.489570859,74.89570859,0.074895709,1,7.5,50
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,3,50,4.1,,cat,Chromis atrilobata,50,0.00523,3.41655,Planktivores,LC,255.3655171,5.107310343,51.07310343,0.051073103,1,7.5,50
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,3,50,4.1,,hma,Haemulon maculicauda,110,0.0089,3.16,Piscivores,LC,570.1331377,11.40266275,114.0266275,0.114026628,2.2,7.5,110
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,3,50,4.1,,sve,Sufflamen verres,7,0.0249,3.013,Invertebrivores,LC,233.3750402,4.667500804,46.67500804,0.046675008,0.14,7.5,3
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,3,50,4.1,,sac,Stegastes acapulcoensis,9,0.0349,2.9109,Detritivores,LC,110.7347088,2.214694176,22.14694176,0.022146942,0.18,7.5,9
2018,March,3/7/2018,Güiri-Güiri,Tatiana Araya Arce,3,50,4.1,,tlu,Thalassoma lucasanum,16,0.01261,2.8783,Invertebrivores,LC,6.806584225,0.136131684,1.361316845,0.001361317,0.32,7.5,1
2018,March,3/7/2018,Playa Blanca,Tatiana Araya Arce,1,50,1,,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2018,March,3/7/2018,Playa Blanca,Tatiana Araya Arce,2,50,1,,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,6.294867842,0.125897357,1.258973568,0.001258974,0.04,7.5,1
2018,March,3/7/2018,Playa Blanca,Tatiana Araya Arce,2,50,1,,tlu,Thalassoma lucasanum,2,0.01261,2.8783,Invertebrivores,LC,8.325952266,0.166519045,1.665190453,0.00166519,0.04,7.5,2
2018,March,3/7/2018,Playa Blanca,Tatiana Araya Arce,3,50,1.5,,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,31.91135919,0.638227184,6.382271838,0.006382272,0.04,7.5,1
2018,March,3/7/2018,Playa Blanca,Tatiana Araya Arce,3,50,1.5,,slo,Sphoeroides lobatus,1,0.0372,2.77,Invertebrivores,LC,9.873306962,0.197466139,1.974661392,0.001974661,0.02,7.5,1
2018,March,3/8/2018,Pelonas,Tatiana Araya Arce,1,50,1.5,,sps,Serranus psittacinus,3,0.0193,2.8511,Piscivores,LC,18.09529767,0.361905953,3.619059535,0.00361906,0.06,7.5,3
2018,March,3/8/2018,Pelonas,Tatiana Araya Arce,1,50,1.5,,cpu,Canthigaster punctatissima,1,0.0197,2.9174,Invertebrivores,LC,7.036714908,0.140734298,1.407342982,0.001407343,0.02,7.5,1
